Регион;Округ;Год;Направления реализации государственной молодeжной политики;№ строки; Бюджет СРФ, руб ; Бюджет МО, руб ; Кол-во грантов ; Бюджет грантов, руб ; Численность молодeжи, задействованной в программных мероприятиях по направлению ; Количество детских и молодeжных общественных объединений, работающих по данному  ;;;
Томская область;СФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 5 281 654 ; 564 823 ; 16 ; 749 080 ; 51 692 ; 1 553 ;;;
Томская область;СФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 3 118 680 ; 393 880 ; 26 ; 708 416 ; 90 480 ; 2 240 ;;;
Томская область;СФО;2021;Развитие молодeжного самоуправления;27; 221 200 ;; 10 ; 1 500 000 ; 32 483 ;;;;
Тульская область;ЦФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 1 852 486 ; 82 700 ; 9 ; 900 000 ; 6 196 ; 20 ;;;
Тульская область;ЦФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; 64 ; 2 ;;;
Тульская область;ЦФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; 280 ; 2 ;;;
Тульская область;ЦФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; 49 ; -   ;;;
Тульская область;ЦФО;2021;      сельское хозяйство;5; -   ; -   ; 1 ; 300 000 ; -   ; -   ;;;
Тульская область;ЦФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; 1 852 486 ; 82 700 ; 3 ; 300 000 ; 4 094 ; 13 ;;;
Тульская область;ЦФО;2021;      другое;7; -   ; -   ; 5 ; 300 000 ; 1 709 ; 3 ;;;
Тульская область;ЦФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 404 369 200 ; 146 000 ; -   ; -   ; 591 ; 28 ;;;
Тульская область;ЦФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 424 030 ; 157 951 ; 3 ; 313 848 ; 68 880 ; 18 ;;;
Тульская область;ЦФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 105 490 ; -   ; -   ; -   ; 1 441 ;;;;
Тульская область;ЦФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; -   ; 1 ; 500 000 ; 2 150 ; 5 ;;;
Тульская область;ЦФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 348 461 ; 217 595 ; 1 ; 686 261 ; 2 870 ; 31 ;;;
Тульская область;ЦФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 6 691 711 ; 5 580 814 ; 17 ; 1 756 161 ; 329 300 ; 314 ;;;
Тульская область;ЦФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 23 595 587 ; 10 584 963 ; 23 ; 961 974 ; 35 201 ; 20 ;;;
Тульская область;ЦФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 426 924 ; 63 182 ; 1 ; 61 390 ; 18 307 ;;;;
Тульская область;ЦФО;2021;Формирование у молодeжи семейных ценностей;16; 150 000 ; 185 000 ; -   ; -   ; 37 032 ; 20 ;;;
Тульская область;ЦФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 35 061 950 ; 1 459 412 ; 1 ; 200 000 ; 77 669 ; 166 ;;;
Тульская область;ЦФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; 155 821 ; -   ; -   ; 6 426 ; 36 ;;;
Тульская область;ЦФО;2021;      поисковых отрядов и объединений;19; 17 916 ; 223 550 ; -   ; -   ; 2 955 ; 12 ;;;
Тульская область;ЦФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 7 069 ; 11 500 ; -   ; -   ; 1 070 ; 10 ;;;
Тульская область;ЦФО;2021;      молодeжных казачьих объединений;21; 182 778 ; 76 820 ; -   ; -   ; 361 ; 2 ;;;
Тульская область;ЦФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; -   ; 76 820 ; -   ; -   ; 6 795 ; 94 ;;;
Тульская область;ЦФО;2021;      другие;23; 34 854 187 ; 914 901 ; 1 ; 200 000 ; 60 062 ; 12 ;;;
Тульская область;ЦФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 850 000 ; 165 865 ; -   ; -   ; 151 540 ; 33 ;;;
Тульская область;ЦФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 684 925 ; 916 363 ; 2 ; 204 448 ; 48 327 ; 329 ;;;
Тульская область;ЦФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 1 440 837 ; 3 611 930 ; 3 ; 117 356 ; 233 903 ; 224 ;;;
Тульская область;ЦФО;2021;Развитие молодeжного самоуправления;27; 8 076 ; 33 750 ; 1 ; 151 724 ; 7 354 ;;;;
Тюменская область;УФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 3 266 100 ; 579 000 ; 1 ; 4 000 000 ; 1 802 ; 3 ;;;
Тюменская область;УФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   ;;;
Тюменская область;УФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; -   ; -   ;;;
Тюменская область;УФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   ;;;
Тюменская область;УФО;2021;      сельское хозяйство;5; -   ; 32 500 ; -   ; -   ; 8 ; -   ;;;
Тюменская область;УФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; 3 266 100 ; 98 000 ; 1 ; 4 000 000 ; 465 ; 2 ;;;
Тюменская область;УФО;2021;      другое;7; -   ; 448 500 ; -   ; -   ; 1 329 ; 1 ;;;
Тюменская область;УФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 106 196 879 ; -   ; -   ; -   ; 6 060 ; 64 ;;;
Тюменская область;УФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 8 082 000 ; 18 400 ; 2 ; 27 800 ; 159 ; 6 ;;;
Тюменская область;УФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 1 844 000 ; 60 000 ; -   ; -   ; 5 ;;;;
Тюменская область;УФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; 1 652 000 ;; -   ; -   ; 1 822 ; -   ;;;
Тюменская область;УФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 70 212 467 ; 384 000 ; 4 ; 1 745 937 ; 2 713 ; 13 ;;;
Тюменская область;УФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 84 296 000 ; 335 600 ;;; 191 979 ;;;;
Тюменская область;УФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 1 686 038 ; 215 000 ; -   ; -   ; 31 068 ; 23 ;;;
Тюменская область;УФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 47 630 000 ; 247 500 ; 29 ; 6 600 000 ; 190 000 ;;;;
Тюменская область;УФО;2021;Формирование у молодeжи семейных ценностей;16; 1 000 000 ; 714 500 ; -   ; -   ; 55 153 ; 25 ;;;
Тюменская область;УФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 49 581 359 ; -   ; -   ; -   ; 430 517 ; 2 910 ;;;
Тюменская область;УФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; -   ; -   ; -   ; 120 355 ; 743 ;;;
Тюменская область;УФО;2021;      поисковых отрядов и объединений;19;;;;; 3 575 ; 21 ;;;
Тюменская область;УФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;;;;; 17 595 ; 229 ;;;
Тюменская область;УФО;2021;      молодeжных казачьих объединений;21;;;;; 950 ; 1 ;;;
Тюменская область;УФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;;;;; 256 980 ; 1 609 ;;;
Тюменская область;УФО;2021;      другие;23; 49 581 359 ;;;; 31 062 ; 307 ;;;
Тюменская область;УФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 1 424 124 ; 71 260 ;;; 10 704 ; 6 ;;;
Тюменская область;УФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 1 497 900 ; 948 000 ; 62 ; 2 800 000 ; 249 320 ; 47 ;;;
Тюменская область;УФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 21 137 000 ; 548 200 ;;; 199 667 ; 96 ;;;
Тюменская область;УФО;2021;Развитие молодeжного самоуправления;27; 21 000 000 ; 101 000 ;;; 171 735 ;;;;
Удмуртская Республика;ПФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 3 751 449 ; 524 287 ; 7 ; 2 418 578 ; 6 683 ; 70 ;;;
Удмуртская Республика;ПФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; 15 ; 1 ;;;
Удмуртская Республика;ПФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; 50 ; 1 ;;;
Удмуртская Республика;ПФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; 15 ; 1 ;;;
Удмуртская Республика;ПФО;2021;      сельское хозяйство;5; 2 130 000 ; -   ; 1 ; 940 000 ; 813 ; 3 ;;;
Удмуртская Республика;ПФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; 292 871 ; 524 287 ; 1 ; 150 000 ; 1 885 ; 31 ;;;
Удмуртская Республика;ПФО;2021;      другое;7; 1 328 578 ; -   ; 5 ; 1 328 578 ; 3 905 ; 33 ;;;
Удмуртская Республика;ПФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 1 119 500 ; 17 000 ; 3 ; 1 119 500 ; 1 304 ; 31 ;;;
Удмуртская Республика;ПФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 539 765 ; 376 690 ; 4 ; 1 257 761 ; 10 240 ; 24 ;;;
Удмуртская Республика;ПФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 150 000 ; -   ; -   ; -   ; 110 ;;;;
Удмуртская Республика;ПФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; -   ; -   ; -   ; 220 ; 2 ;;;
Удмуртская Республика;ПФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 950 273 ; 8 466 229 ; 1 ; 449 298 ; 15 027 ; 14 ;;;
Удмуртская Республика;ПФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 1 782 839 ; 796 590 ; 10 ; 5 573 889 ; 118 198 ; 22 ;;;
Удмуртская Республика;ПФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 4 093 167 ; 2 133 326 ; 3 ; 448 640 ; 18 783 ; 20 ;;;
Удмуртская Республика;ПФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 29 450 150 ; 93 700 ; 27 ; 29 450 150 ; 40 031 ;;;;
Удмуртская Республика;ПФО;2021;Формирование у молодeжи семейных ценностей;16; 300 000 ; 67 340 ; -   ; -   ; 29 023 ; 4 ;;;
Удмуртская Республика;ПФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 15 743 780 ; 664 525 ; 10 ; 12 290 370 ; 85 000 ; 177 ;;;
Удмуртская Республика;ПФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; 1 586 600 ; 239 150 ; 1 ; 191 190 ; 13 387 ; 32 ;;;
Удмуртская Республика;ПФО;2021;      поисковых отрядов и объединений;19; 315 000 ; -   ; 1 ; 315 000 ; 270 ; 9 ;;;
Удмуртская Республика;ПФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 293 180 ; -   ; 2 ; 293 180 ; 914 ; 9 ;;;
Удмуртская Республика;ПФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ; 133 ; 3 ;;;
Удмуртская Республика;ПФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 250 000 ; 37 000 ; 1 ; 192 000 ; 5 429 ; 112 ;;;
Удмуртская Республика;ПФО;2021;      другие;23; 13 299 000 ; 388 375 ; 5 ; 11 299 000 ; 64 867 ; 12 ;;;
Удмуртская Республика;ПФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 4 825 200 ; 92 336 ; 13 ; 4 825 200 ; 17 047 ; 9 ;;;
Удмуртская Республика;ПФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 6 195 394 ; 165 081 ; 2 ; 839 612 ; 25 654 ; 36 ;;;
Удмуртская Республика;ПФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 1 736 535 ; 3 733 464 ; 4 ; 1 157 379 ; 103 798 ; 13 ;;;
Удмуртская Республика;ПФО;2021;Развитие молодeжного самоуправления;27; 3 914 153 ; 21 716 ; 2 ; 3 914 153 ; 16 477 ;;;;
Ульяновская область;ПФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 1 500 000 ; 21 800 ; -   ; -   ; 970 ; 29 ;;;
Ульяновская область;ПФО;2021;      биомедицина;2;; 3 400 ;;; 15 ; 1 ;;;
Ульяновская область;ПФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3;;;;; 90 ; 6 ;;;
Ульяновская область;ПФО;2021;      аэрокосмос;4;;;;;;;;;
Ульяновская область;ПФО;2021;      сельское хозяйство;5;; 4 000 ;;; 600 ; 4 ;;;
Ульяновская область;ПФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6;; 7 800 ;;; 180 ; 12 ;;;
Ульяновская область;ПФО;2021;      другое;7; 1 500 000 ; 6 600 ;;; 85 ; 6 ;;;
Ульяновская область;ПФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8;; 135 000 ;;; 370 ; 12 ;;;
Ульяновская область;ПФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9;; 13 400 ;;; 2 946 ; 20 ;;;
Ульяновская область;ПФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10;; 17 200 ;;;;;;;
Ульяновская область;ПФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; 5 800 000 ; 101 000 ;;; 9 621 ; 13 ;;;
Ульяновская область;ПФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;; 63 000 ;;; 1 780 ; 55 ;;;
Ульяновская область;ПФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 5 000 000 ; 324 800 ;;; 110 000 ; 196 ;;;
Ульяновская область;ПФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14;; 7 017 ;;;;;;;
Ульяновская область;ПФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 19 600 000 ;;;; 5 739 ;;;;
Ульяновская область;ПФО;2021;Формирование у молодeжи семейных ценностей;16;;;;;;;;;
Ульяновская область;ПФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 24 850 ; 922 940 ; 3 ; 996 000 ; 9 442 ; 95 ;;;
Ульяновская область;ПФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18;;;;; 2 075 ; 10 ;;;
Ульяновская область;ПФО;2021;      поисковых отрядов и объединений;19; 24 850 ;; 1 ; 696 000 ; 209 ; 13 ;;;
Ульяновская область;ПФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;; 28 000 ;;; 258 ; 10 ;;;
Ульяновская область;ПФО;2021;      молодeжных казачьих объединений;21;;;;; 134 ; 15 ;;;
Ульяновская область;ПФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22;; 874 230 ; 2 ; 300 000 ; 2 356 ; 47 ;;;
Ульяновская область;ПФО;2021;      другие;23;; 20 710 ;;; 4 410 ;;;;
Ульяновская область;ПФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24;; 47 400 ;;; 4 410 ; 6 ;;;
Ульяновская область;ПФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 9 000 000 ; 1 100 000 ; 1 ; 6 730 600 ; 28 210 ; 72 ;;;
Ульяновская область;ПФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 1 800 000 ; 215 280 ; 2 ; 56 100 ; 40 026 ; 87 ;;;
Ульяновская область;ПФО;2021;Развитие молодeжного самоуправления;27;; 79 400 ;;; 5 355 ;;;;
Хабаровский край;ДФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; -   ; 360 000 ; 2 ; 322 067 ; 2 313 ; 440 ;;;
Хабаровский край;ДФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; -   ; -   ;;;
Хабаровский край;ДФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; 1 ; 112 067 ; 385 ; 1 ;;;
Хабаровский край;ДФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   ;;;
Хабаровский край;ДФО;2021;      сельское хозяйство;5; -   ; 60 000 ; -   ; -   ; 230 ; 2 ;;;
Хабаровский край;ДФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ; 300 000 ; 1 ; 210 000 ; 1 698 ; 437 ;;;
Хабаровский край;ДФО;2021;      другое;7; -   ; -   ; -   ; -   ; -   ; -   ;;;
Хабаровский край;ДФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; -   ; 50 599 ; 3 ; 545 747 ; 1 012 ; 18 ;;;
Хабаровский край;ДФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; -   ; 638 490 ; 2 ; 989 400 ; 1 392 ; 54 ;;;
Хабаровский край;ДФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 3 645 134 ; 8 927 ; -   ; -   ; 9 ;;;;
Хабаровский край;ДФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; -   ; -   ; -   ; 42 ; 7 ;;;
Хабаровский край;ДФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; -   ; 312 124 ; 3 ; 304 140 ; 1 830 ; 59 ;;;
Хабаровский край;ДФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 5 026 329 ; 5 727 252 ; 6 ; 2 392 319 ; 48 059 ; 1 604 ;;;
Хабаровский край;ДФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; -   ; 2 322 966 ; 3 ; 702 127 ; 5 507 ; 60 ;;;
Хабаровский край;ДФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 4 987 355 ; 8 546 203 ; 1 ; 547 870 ; 102 192 ;;;;
Хабаровский край;ДФО;2021;Формирование у молодeжи семейных ценностей;16; 20 000 ; 572 662 ; 4 ; 3 541 277 ; 12 206 ; 39 ;;;
Хабаровский край;ДФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 26 000 000 ; 2 050 336 ; 8 ; 2 958 179 ; 52 811 ; 514 ;;;
Хабаровский край;ДФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; 1 123 400 ; 1 217 193 ; 3 ; 1 299 785 ; 35 317 ; 151 ;;;
Хабаровский край;ДФО;2021;      поисковых отрядов и объединений;19; 499 000 ; 15 000 ; 3 ; 968 922 ; 1 057 ; 44 ;;;
Хабаровский край;ДФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ; 1 000 ; -   ; -   ; 5 335 ; 100 ;;;
Хабаровский край;ДФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ; -   ; -   ;;;
Хабаровский край;ДФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 1 085 080 ; 93 047 ; -   ; -   ; 7 499 ; 201 ;;;
Хабаровский край;ДФО;2021;      другие;23; 23 292 520 ; 724 096 ; 2 ; 689 472 ; 3 603 ; 18 ;;;
Хабаровский край;ДФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; -   ; 199 575 ; 5 ; 1 802 596 ; 7 782 ; 27 ;;;
Хабаровский край;ДФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 4 054 210 ; 1 054 067 ; 6 ; 2 170 221 ; 34 486 ; 390 ;;;
Хабаровский край;ДФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 1 890 000 ; 841 949 ; 6 ; 1 519 929 ; 91 288 ; 318 ;;;
Хабаровский край;ДФО;2021;Развитие молодeжного самоуправления;27; 60 775 ; 67 169 ; 1 ; 120 000 ; 28 096 ;;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 879 766 ; 1 620 214 ; 1 ; 245 000 ; 20 748 ; 227 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; 166 ; 8 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; 760 043 ; -   ; -   ; -   ; 1 177 ; 10 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      аэрокосмос;4; -   ; 259 524 ; 1 ; 245 000 ; 330 ; 7 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      сельское хозяйство;5; -   ; -   ; -   ; -   ; 47 ; 3 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; 87 250 ; 1 336 910 ; -   ; -   ; 12 353 ; 153 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      другое;7; 32 473 ; 23 780 ; -   ; -   ; 6 675 ; 46 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 3 050 370 ; 1 635 764 ; 16 ; 7 563 822 ; 4 147 ; 76 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 2 626 140 ; 1 389 326 ; 6 ; 367 000 ; 26 416 ; 118 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 1 350 000 ; 991 190 ; -   ; -   ; 1 423 ;;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; 880 500 ; 1 ; 731 000 ; 2 078 ; 9 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 14 000 ; 2 600 347 ; 1 ; 285 385 ; 19 076 ; 59 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 9 193 624 ; 18 272 800 ; 12 ; 4 704 691 ; 225 381 ; 403 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 39 346 369 ; 40 280 794 ; 4 ; 415 651 ; 48 833 ; 77 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; -   ; 8 886 628 ; 6 ; 5 692 400 ; 62 649 ;;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Формирование у молодeжи семейных ценностей;16; 35 000 ; 2 504 252 ; 5 ; 572 461 ; 38 099 ; 376 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 2 089 638 ; 27 011 068 ; 12 ; 2 168 925 ; 156 921 ; 683 ;77460;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; 680 638 ; 16 764 674 ; 3 ; 1 964 425 ; 21 246 ; 286 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      поисковых отрядов и объединений;19; 120 000 ; 464 257 ; 1 ; 50 000 ; 935 ; 36 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 74 000 ; 30 000 ; -   ; -   ; 10 904 ; 72 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      молодeжных казачьих объединений;21; -   ; 1 598 000 ; -   ; -   ; 701 ; 16 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 15 000 ; 2 234 457 ; 1 ; 8 000 ; 36 759 ; 179 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;      другие;23; 1 200 000 ; 5 919 680 ; 7 ; 146 500 ; 86 376 ; 94 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 3 081 700 ; 7 167 200 ; 8 ; 4 058 342 ; 97 828 ; 128 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 25 000 ; 3 958 256 ; 9 ; 2 132 500 ; 127 260 ; 601 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 3 485 042 ; 13 467 650 ; 11 ; 4 145 785 ; 132 255 ; 397 ;;;
Ханты-Мансийский автономный округ - Югра;УФО;2021;Развитие молодeжного самоуправления;27; 362 720 ; 497 458 ; 3 ; 30 000 ; 34 753 ;;;;
Челябинская область;УФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 1 051 540 ; 848 332 ; 2 ; 749 674 ; 19 925 ; 286 ;;;
Челябинская область;УФО;2021;      биомедицина;2;;;;;;;;;
Челябинская область;УФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3;;;;; 618 ; 9 ;;;
Челябинская область;УФО;2021;      аэрокосмос;4;;;;;;;;;
Челябинская область;УФО;2021;      сельское хозяйство;5;; 4 000 ; 2 ; 749 674 ; 133 ; 5 ;;;
Челябинская область;УФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6;; 100 000 ;;; 1 446 ; 18 ;;;
Челябинская область;УФО;2021;      другое;7; 1 051 540 ; 744 332 ;;; 17 728 ; 254 ;;;
Челябинская область;УФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 13 645 607 ; 89 860 ; 1 ; 200 732 ; 663 ; 8 ;;;
Челябинская область;УФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 228 450 ; 148 876 ;;; 3 004 ; 124 ;;;
Челябинская область;УФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 210 000 ;;;; 176 ;;;;
Челябинская область;УФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; 3 692 317 ; 20 000 ;;; 1 046 ; 5 ;;;
Челябинская область;УФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12;; 143 000 ;;; 671 ; 13 ;;;
Челябинская область;УФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 9 116 315 ; 257 700 ; 80 ; 19 295 302 ; 225 451 ; 350 ;;;
Челябинская область;УФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 527 039 ; 20 914 275 ; 1 ; 575 362 ; 57 944 ; 87 ;;;
